dataelement,period,orgunit,categoryoptioncombo,attributeoptioncombo,value,storedby,lastupdated,comment,followup,deleted
WIJ0fbjLIJh,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,8,hmis.amuria1,2022-02-11T05:41:07.099+0000,,false
Rw3b8mGkyfh,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-11T05:43:16.799+0000,,false
sP8arX9aDLp,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-11T05:45:51.862+0000,,false
sv6SeKroHPV,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,68,hmis.amuria1,2022-02-11T05:41:00.043+0000,,false
D9A0afrTYPw,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,20,hmis.amuria1,2022-02-11T05:41:03.206+0000,,false
sQ4EexvvhVe,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,5,hmis.amuria1,2022-02-11T05:41:00.684+0000,,false
Tm7KefYxbWj,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,20,hmis.amuria1,2022-02-11T05:45:45.068+0000,,false
pcMUBDYvP6F,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,10,hmis.amuria1,2022-02-11T05:45:41.004+0000,,false
uqferbMcOHI,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-11T05:44:05.881+0000,,false
eJ6uwSt5TEp,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,6,hmis.amuria1,2022-02-11T05:45:28.703+0000,,false
JhvC7ZR9hUe,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,58,hmis.amuria1,2022-02-11T05:41:01.903+0000,,false
QHnwKs2OUZv,202201,ZoRb6AcV4MY,dCKzhhINakS,Lf2Axb9E6B4,20,hmis.amuria1,2022-02-11T05:41:05.857+0000,,false
m8Vi9AE8uD1,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.ongutoi,2022-02-17T04:49:41.556+0000,,false
wUDxFVBapIc,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,7,hmis.ongutoi,2022-02-17T04:44:40.147+0000,,false
WIJ0fbjLIJh,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.ongutoi,2022-02-17T04:46:36.865+0000,,false
LR8778hLH8U,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,7,hmis.ongutoi,2022-02-17T04:47:46.227+0000,,false
Rw3b8mGkyfh,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.ongutoi,2022-02-17T04:49:03.304+0000,,false
sP8arX9aDLp,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,6,hmis.ongutoi,2022-02-17T04:52:41.672+0000,,false
sv6SeKroHPV,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,59,hmis.ongutoi,2022-02-17T04:42:34.492+0000,,false
D9A0afrTYPw,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,7,hmis.ongutoi,2022-02-17T04:43:55.058+0000,,false
sQ4EexvvhVe,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.ongutoi,2022-02-17T04:42:55.142+0000,,false
Tm7KefYxbWj,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.ongutoi,2022-02-17T04:52:38.703+0000,,false
pcMUBDYvP6F,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,6,hmis.ongutoi,2022-02-17T04:52:21.332+0000,,false
eJ6uwSt5TEp,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,20,hmis.ongutoi,2022-02-17T04:51:57.954+0000,,false
JhvC7ZR9hUe,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,32,hmis.ongutoi,2022-02-17T04:43:49.784+0000,,false
QHnwKs2OUZv,202201,l5C1tkKf11K,dCKzhhINakS,Lf2Axb9E6B4,7,hmis.ongutoi,2022-02-17T04:45:17.260+0000,,false
KaqDbaq0Yce,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.abarilela,2022-02-09T12:14:57.368+0000,,false
wUDxFVBapIc,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,42,hmis.abarilela,2022-02-09T12:13:30.523+0000,,false
WIJ0fbjLIJh,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,30,hmis.abarilela,2022-02-09T12:15:11.504+0000,,false
LR8778hLH8U,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,19,hmis.abarilela,2022-02-09T12:15:49.707+0000,,false
Rw3b8mGkyfh,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,6,hmis.abarilela,2022-02-09T12:16:53.697+0000,,false
Cw3RNymXWjr,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,3,hmis.abarilela,2022-02-09T12:14:43.277+0000,,false
OaRxaiaFBsA,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.abarilela,2022-02-09T12:19:03.141+0000,,false
FPXwKGEV96K,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,10,hmis.abarilela,2022-02-09T12:15:28.067+0000,,false
sv6SeKroHPV,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,108,hmis.abarilela,2022-02-09T12:12:04.487+0000,,false
D9A0afrTYPw,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,42,hmis.abarilela,2022-02-09T12:13:16.106+0000,,false
dm8YiC5eEsh,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.abarilela,2022-02-09T12:17:08.144+0000,,false
hTBgki6DhH4,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.abarilela,2022-02-09T12:20:58.037+0000,,false
eJ6uwSt5TEp,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,10,hmis.abarilela,2022-02-09T12:22:17.587+0000,,false
P6HSldZtd8j,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.abarilela,2022-02-09T12:19:38.310+0000,,false
JhvC7ZR9hUe,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,85,hmis.abarilela,2022-02-09T12:12:47.647+0000,,false
QHnwKs2OUZv,202201,IswqGyDbcgm,dCKzhhINakS,Lf2Axb9E6B4,42,hmis.abarilela,2022-02-09T12:13:53.518+0000,,false
O7du4F9jOVw,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.asamuk,2022-02-07T17:03:03.570+0000,,false
KaqDbaq0Yce,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,3,hmis.asamuk,2022-02-07T16:54:03.145+0000,,false
wUDxFVBapIc,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,54,hmis.asamuk,2022-02-07T16:51:50.979+0000,,false
SPADxEItrIQ,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.asamuk,2022-02-07T16:57:01.697+0000,,false
WIJ0fbjLIJh,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,9,hmis.asamuk,2022-02-07T16:54:15.406+0000,,false
LR8778hLH8U,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,26,hmis.asamuk,2022-02-07T16:54:55.946+0000,,false
Rw3b8mGkyfh,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,7,hmis.asamuk,2022-02-07T16:56:08.082+0000,,false
MIzh6JUSxX9,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.asamuk,2022-02-07T16:53:21.103+0000,,false
aU0n2RXwQJC,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.asamuk,2022-02-07T16:50:24.126+0000,,false
GqvGVF75ihM,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.asamuk,2022-02-07T17:02:36.941+0000,,false
LiSyn6bblsc,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.asamuk,2022-02-07T16:53:07.046+0000,,false
FPXwKGEV96K,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.asamuk,2022-02-07T16:54:29.727+0000,,false
sv6SeKroHPV,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,136,hmis.asamuk,2022-02-07T16:49:51.992+0000,,false
D9A0afrTYPw,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,54,hmis.asamuk,2022-02-07T16:51:34.386+0000,,false
MxD5pnf5rVM,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.asamuk,2022-02-07T16:53:25.429+0000,,false
sQ4EexvvhVe,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,14,hmis.asamuk,2022-02-07T16:50:11.320+0000,,false
hTBgki6DhH4,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.asamuk,2022-02-07T17:02:18.562+0000,,false
uqferbMcOHI,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,6,hmis.asamuk,2022-02-07T16:57:58.860+0000,,false
eJ6uwSt5TEp,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,184,hmis.asamuk,2022-02-07T17:04:31.229+0000,,false
wH5AisRhyZX,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.asamuk,2022-02-07T16:57:13.704+0000,,false
P6HSldZtd8j,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,8,hmis.asamuk,2022-02-07T16:59:59.532+0000,,false
USDfyVr5d8d,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,3,hmis.asamuk,2022-02-07T17:00:44.736+0000,,false
JhvC7ZR9hUe,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,89,hmis.asamuk,2022-02-07T16:51:14.252+0000,,false
QHnwKs2OUZv,202201,Sj7ljAIcmjq,dCKzhhINakS,Lf2Axb9E6B4,54,hmis.asamuk,2022-02-07T16:52:08.329+0000,,false
AsewPyxdNdf,202201,o7CJeTwDapk,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-07T06:21:05.976+0000,,false
KaqDbaq0Yce,202201,o7CJeTwDapk,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-07T06:19:48.674+0000,,false
wUDxFVBapIc,202201,o7CJeTwDapk,dCKzhhINakS,Lf2Axb9E6B4,23,hmis.amuria1,2022-02-07T06:18:50.992+0000,,false
Cw3RNymXWjr,202201,o7CJeTwDapk,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-07T06:19:44.569+0000,,false
sv6SeKroHPV,202201,o7CJeTwDapk,dCKzhhINakS,Lf2Axb9E6B4,28,hmis.amuria1,2022-02-07T06:16:43.705+0000,,false
D9A0afrTYPw,202201,o7CJeTwDapk,dCKzhhINakS,Lf2Axb9E6B4,23,hmis.amuria1,2022-02-07T06:18:42.661+0000,,false
JhvC7ZR9hUe,202201,o7CJeTwDapk,dCKzhhINakS,Lf2Axb9E6B4,26,hmis.amuria1,2022-02-07T06:18:32.121+0000,,false
QHnwKs2OUZv,202201,o7CJeTwDapk,dCKzhhINakS,Lf2Axb9E6B4,23,hmis.amuria1,2022-02-07T06:19:03.571+0000,,false
wUDxFVBapIc,202201,UiGav1NitiR,dCKzhhINakS,Lf2Axb9E6B4,14,hmis.amuria1,2022-02-10T13:11:29.846+0000,,false
WIJ0fbjLIJh,202201,UiGav1NitiR,dCKzhhINakS,Lf2Axb9E6B4,14,hmis.amuria1,2022-02-10T13:13:07.131+0000,,false
Rw3b8mGkyfh,202201,UiGav1NitiR,dCKzhhINakS,Lf2Axb9E6B4,5,hmis.amuria1,2022-02-10T13:14:10.844+0000,,false
P2wDiYT9Ldr,202201,UiGav1NitiR,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-10T13:14:42.120+0000,,false
sv6SeKroHPV,202201,UiGav1NitiR,dCKzhhINakS,Lf2Axb9E6B4,42,hmis.amuria1,2022-02-10T13:09:50.807+0000,,false
D9A0afrTYPw,202201,UiGav1NitiR,dCKzhhINakS,Lf2Axb9E6B4,14,biostat.amuria,2022-02-18T12:02:30.314+0000,,false
JhvC7ZR9hUe,202201,UiGav1NitiR,dCKzhhINakS,Lf2Axb9E6B4,22,hmis.amuria1,2022-02-10T13:10:14.744+0000,,false
QHnwKs2OUZv,202201,UiGav1NitiR,dCKzhhINakS,Lf2Axb9E6B4,14,hmis.amuria1,2022-02-10T13:11:48.816+0000,,false
O7du4F9jOVw,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.wera,2022-02-11T16:04:45.134+0000,,false
KaqDbaq0Yce,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T15:47:53.633+0000,,false
wUDxFVBapIc,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,42,hmis.wera,2022-02-11T15:44:07.792+0000,,false
SPADxEItrIQ,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,3,hmis.wera,2022-02-11T15:53:01.175+0000,,false
WIJ0fbjLIJh,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,18,hmis.wera,2022-02-11T15:48:21.145+0000,,false
LR8778hLH8U,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,23,hmis.wera,2022-02-11T15:49:22.194+0000,,false
Rw3b8mGkyfh,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,8,hmis.wera,2022-02-11T15:52:34.452+0000,,false
PgLUhukgbZu,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T15:54:48.994+0000,,false
P2wDiYT9Ldr,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T15:54:20.440+0000,,false
EeUWzpLdAcO,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T15:51:31.318+0000,,false
aU0n2RXwQJC,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,3,hmis.wera,2022-02-11T15:39:06.653+0000,,false
FPXwKGEV96K,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.wera,2022-02-11T15:48:55.150+0000,,false
sv6SeKroHPV,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,151,hmis.wera,2022-02-11T15:36:34.967+0000,,false
D9A0afrTYPw,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,42,hmis.wera,2022-02-11T15:43:10.998+0000,,false
m68a9ZrLHQO,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T15:53:28.919+0000,,false
sQ4EexvvhVe,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T15:38:27.642+0000,,false
y6ofkvr4JP8,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T15:50:13.213+0000,,false
hTBgki6DhH4,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.wera,2022-02-11T16:03:44.425+0000,,false
uqferbMcOHI,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,6,hmis.wera,2022-02-11T15:53:57.798+0000,,false
eJ6uwSt5TEp,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,24,hmis.wera,2022-02-11T16:07:27.730+0000,,false
P6HSldZtd8j,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,5,hmis.wera,2022-02-11T15:56:03.976+0000,,false
USDfyVr5d8d,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.wera,2022-02-11T15:56:39.905+0000,,false
JhvC7ZR9hUe,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,119,hmis.wera,2022-02-11T15:41:58.608+0000,,false
QHnwKs2OUZv,202201,a4Cp1oW19Lo,dCKzhhINakS,Lf2Axb9E6B4,42,hmis.wera,2022-02-11T15:44:42.175+0000,,false
wUDxFVBapIc,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,12,hmis.wera,2022-02-11T17:06:39.311+0000,,false
SPADxEItrIQ,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T17:33:37.810+0000,,false
WIJ0fbjLIJh,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,14,hmis.wera,2022-02-11T17:29:46.962+0000,,false
LR8778hLH8U,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,9,hmis.wera,2022-02-11T17:30:56.261+0000,,false
PgLUhukgbZu,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T17:36:28.841+0000,,false
P2wDiYT9Ldr,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T17:35:27.575+0000,,false
JImV5qeJFBm,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T17:38:21.598+0000,,false
FPXwKGEV96K,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.wera,2022-02-11T17:30:03.607+0000,,false
sv6SeKroHPV,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,44,hmis.wera,2022-02-11T16:44:19.263+0000,,false
D9A0afrTYPw,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,12,hmis.wera,2022-02-11T17:05:55.421+0000,,false
eJ6uwSt5TEp,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,9,hmis.wera,2022-02-11T17:40:30.401+0000,,false
JhvC7ZR9hUe,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,32,hmis.wera,2022-02-11T16:48:50.762+0000,,false
QHnwKs2OUZv,202201,lFzxlKU9GDe,dCKzhhINakS,Lf2Axb9E6B4,12,hmis.wera,2022-02-11T17:07:21.322+0000,,false
O7du4F9jOVw,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:24:56.748+0000,,false
wUDxFVBapIc,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,40,hmis.amuria1,2022-02-03T09:17:31.459+0000,,false
WIJ0fbjLIJh,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,6,hmis.amuria1,2022-02-03T09:18:49.833+0000,,false
LR8778hLH8U,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,28,hmis.amuria1,2022-02-03T09:19:29.911+0000,,false
Vs3KkAbmI8v,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,13,hmis.amuria1,2022-02-03T09:24:17.347+0000,,false
Kz1EDWfsQvI,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:18:06.612+0000,,false
aU0n2RXwQJC,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-03T09:14:44.626+0000,,false
GqvGVF75ihM,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:24:44.102+0000,,false
LiSyn6bblsc,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:17:59.668+0000,,false
vC9pW0FEvd2,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-03T09:14:42.636+0000,,false
sv6SeKroHPV,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,102,hmis.amuria1,2022-02-03T09:14:16.918+0000,,false
D9A0afrTYPw,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,40,hmis.amuria1,2022-02-03T09:17:19.611+0000,,false
MxD5pnf5rVM,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:18:10.938+0000,,false
sQ4EexvvhVe,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-03T09:14:27.615+0000,,false
y6ofkvr4JP8,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:20:08.400+0000,,false
uqferbMcOHI,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:22:10.686+0000,,false
eJ6uwSt5TEp,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,20,hmis.amuria1,2022-02-03T09:25:48.350+0000,,false
rdz78LtNT4G,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:20:52.454+0000,,false
WI1Hvx0U8r4,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-03T09:21:22.999+0000,,false
JhvC7ZR9hUe,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,99,hmis.amuria1,2022-02-03T09:17:00.145+0000,,false
QHnwKs2OUZv,202201,lGdKcxEQz4E,dCKzhhINakS,Lf2Axb9E6B4,40,hmis.amuria1,2022-02-03T09:17:42.327+0000,,false
KaqDbaq0Yce,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,6,hmis.amuria1,2022-02-13T10:08:00.025+0000,,false
sYJTvmD4xA8,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-13T10:13:32.422+0000,,false
wUDxFVBapIc,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,40,hmis.amuria1,2022-02-13T10:06:48.376+0000,,false
SPADxEItrIQ,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-13T10:10:23.594+0000,,false
WIJ0fbjLIJh,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,23,hmis.amuria1,2022-02-13T10:08:12.298+0000,,false
LR8778hLH8U,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,5,hmis.amuria1,2022-02-13T10:08:48.382+0000,,false
Rw3b8mGkyfh,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,8,hmis.amuria1,2022-02-13T10:09:43.105+0000,,false
PgLUhukgbZu,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-13T10:11:35.382+0000,,false
P2wDiYT9Ldr,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-13T10:11:25.938+0000,,false
iOfjzBlv7TQ,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-13T10:13:07.924+0000,,false
MIzh6JUSxX9,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-13T10:07:30.627+0000,,false
sP8arX9aDLp,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-08T09:36:02.264+0000,,false
FPXwKGEV96K,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-13T10:08:25.026+0000,,false
sv6SeKroHPV,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,453,hmis.amuria1,2022-02-15T06:17:59.379+0000,,false
D9A0afrTYPw,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,40,hmis.amuria1,2022-02-13T10:06:38.330+0000,,false
m68a9ZrLHQO,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,2,hmis.amuria1,2022-02-13T10:10:45.419+0000,,false
MxD5pnf5rVM,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-13T10:07:43.448+0000,,false
sQ4EexvvhVe,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,0,hmis.amuria1,2022-02-15T06:18:12.665+0000,,false
y6ofkvr4JP8,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-13T10:09:08.286+0000,,false
dm8YiC5eEsh,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,5,hmis.amuria1,2022-02-13T10:09:53.786+0000,,false
Tm7KefYxbWj,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,20,hmis.amuria1,2022-02-08T09:35:47.613+0000,,false
pcMUBDYvP6F,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,10,hmis.amuria1,2022-02-08T09:35:48.291+0000,,false
QTY3T2iXogb,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,3,hmis.amuria1,2022-02-13T10:09:24.536+0000,,false
eJ6uwSt5TEp,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,72,hmis.amuria1,2022-02-13T10:15:51.574+0000,,false
P6HSldZtd8j,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,31,hmis.amuria1,2022-02-13T10:12:19.077+0000,,false
USDfyVr5d8d,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,4,hmis.amuria1,2022-02-13T10:12:37.937+0000,,false
JhvC7ZR9hUe,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,63,hmis.amuria1,2022-02-13T10:06:22.206+0000,,false
QHnwKs2OUZv,202201,oRHreBW5Tyr,dCKzhhINakS,Lf2Axb9E6B4,40,hmis.amuria1,2022-02-13T10:06:58.464+0000,,false
KaqDbaq0Yce,202201,FuaPeRISYBk,dCKzhhINakS,Lf2Axb9E6B4,12,hmis.amuria1,2022-02-10T12:46:15.450+0000,,false
sYJTvmD4xA8,202201,FuaPeRISYBk,dCKzhhINakS,Lf2Axb9E6B4,1,hmis.amuria1,2022-02-10T12:50:39.133+0000,,false
wUDxFVBapIc,202201,FuaPeRISYBk,dCKzhhINakS,Lf2Axb9E6B4,13,hmis.amuria1,2022-02-10T12:44:30.884+0000,,false
